nsn,candidate_mpn,manufacturer,digikey_pn,attribute_name,raw_name,raw_value,value_num,value_min,value_max,uom,value_text,parse_status,source
5905-00-493-1204,ERA-3AEB202V,Panasonic Industry,P2.0KDBTR-ND,height_seated_max,Height - Seated (Max),"0.022"" (0.55mm)",,,,,0022055MM,text,digikey
5905-00-493-1204,ERA-3AEB202V,Panasonic Industry,P2.0KDBTR-ND,number_of_terminations,Number of Terminations,2,2.0,,,,2,number,digikey
5905-00-493-1204,ERA-3AEB202V,Panasonic Industry,P2.0KDBTR-ND,failure_rate,Failure Rate,-,,,,,,empty,digikey
5905-00-493-1204,ERA-3AEB2491V,Panasonic Industry,P2.49KDBTR-ND,resistance,Resistance,2.49 kOhms,2490.0,,,ohm,2.49 kOhms,number,digikey
5905-00-493-1204,ERA-3AEB2491V,Panasonic Industry,P2.49KDBTR-ND,resistance_tolerance,Tolerance,±0.1%,0.1,,,%,±0.1%,number,digikey
5905-00-493-1204,ERA-3AEB2491V,Panasonic Industry,P2.49KDBTR-ND,power_rating,Power (Watts),"0.1W, 1/10W",0.1,,,W,"0.1W, 1/10W",number,digikey
5905-00-493-1204,ERA-3AEB2491V,Panasonic Industry,P2.49KDBTR-ND,composition,Composition,Thin Film,,,,,THINFILM,text,digikey
5905-00-493-1204,ERA-3AEB2491V,Panasonic Industry,P2.49KDBTR-ND,features,Features,Automotive AEC-Q200,,,,,AUTOMOTIVEAECQ200,text,digikey
5905-00-493-1204,ERA-3AEB2491V,Panasonic Industry,P2.49KDBTR-ND,temperature_coefficient,Temperature Coefficient,±25ppm/°C,25.0,,,ppm/degC,±25ppm/°C,number,digikey
5905-00-493-1204,ERA-3AEB2491V,Panasonic Industry,P2.49KDBTR-ND,operating_temp_min,Operating Temperature,-55°C ~ 155°C,-55.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-3AEB2491V,Panasonic Industry,P2.49KDBTR-ND,operating_temp_max,Operating Temperature,-55°C ~ 155°C,155.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-3AEB2491V,Panasonic Industry,P2.49KDBTR-ND,package_case,Package / Case,0603 (1608 Metric),,,,,0603,text,digikey
5905-00-493-1204,ERA-3AEB2491V,Panasonic Industry,P2.49KDBTR-ND,package_case,Supplier Device Package,0603,,,,,0603,text,digikey
5905-00-493-1204,ERA-3AEB2491V,Panasonic Industry,P2.49KDBTR-ND,ratings,Ratings,-,,,,,,empty,digikey
5905-00-493-1204,ERA-3AEB2491V,Panasonic Industry,P2.49KDBTR-ND,size_dimension,Size / Dimension,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",,,,,0063LX0031W160MMX080MM,text,digikey
5905-00-493-1204,ERA-3AEB2491V,Panasonic Industry,P2.49KDBTR-ND,height_seated_max,Height - Seated (Max),"0.022"" (0.55mm)",,,,,0022055MM,text,digikey
5905-00-493-1204,ERA-3AEB2491V,Panasonic Industry,P2.49KDBTR-ND,number_of_terminations,Number of Terminations,2,2.0,,,,2,number,digikey
5905-00-493-1204,ERA-3AEB2491V,Panasonic Industry,P2.49KDBTR-ND,failure_rate,Failure Rate,-,,,,,,empty,digikey
5905-00-493-1204,ERA-3AEB2493V,Panasonic Industry,P249KDBTR-ND,resistance,Resistance,249 kOhms,249000.0,,,ohm,249 kOhms,number,digikey
5905-00-493-1204,ERA-3AEB2493V,Panasonic Industry,P249KDBTR-ND,resistance_tolerance,Tolerance,±0.1%,0.1,,,%,±0.1%,number,digikey
5905-00-493-1204,ERA-3AEB2493V,Panasonic Industry,P249KDBTR-ND,power_rating,Power (Watts),"0.1W, 1/10W",0.1,,,W,"0.1W, 1/10W",number,digikey
5905-00-493-1204,ERA-3AEB2493V,Panasonic Industry,P249KDBTR-ND,composition,Composition,Thin Film,,,,,THINFILM,text,digikey
5905-00-493-1204,ERA-3AEB2493V,Panasonic Industry,P249KDBTR-ND,features,Features,Automotive AEC-Q200,,,,,AUTOMOTIVEAECQ200,text,digikey
5905-00-493-1204,ERA-3AEB2493V,Panasonic Industry,P249KDBTR-ND,temperature_coefficient,Temperature Coefficient,±25ppm/°C,25.0,,,ppm/degC,±25ppm/°C,number,digikey
5905-00-493-1204,ERA-3AEB2493V,Panasonic Industry,P249KDBTR-ND,operating_temp_min,Operating Temperature,-55°C ~ 155°C,-55.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-3AEB2493V,Panasonic Industry,P249KDBTR-ND,operating_temp_max,Operating Temperature,-55°C ~ 155°C,155.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-3AEB2493V,Panasonic Industry,P249KDBTR-ND,package_case,Package / Case,0603 (1608 Metric),,,,,0603,text,digikey
5905-00-493-1204,ERA-3AEB2493V,Panasonic Industry,P249KDBTR-ND,package_case,Supplier Device Package,0603,,,,,0603,text,digikey
5905-00-493-1204,ERA-3AEB2493V,Panasonic Industry,P249KDBTR-ND,ratings,Ratings,-,,,,,,empty,digikey
5905-00-493-1204,ERA-3AEB2493V,Panasonic Industry,P249KDBTR-ND,size_dimension,Size / Dimension,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",,,,,0063LX0031W160MMX080MM,text,digikey
5905-00-493-1204,ERA-3AEB2493V,Panasonic Industry,P249KDBTR-ND,height_seated_max,Height - Seated (Max),"0.022"" (0.55mm)",,,,,0022055MM,text,digikey
5905-00-493-1204,ERA-3AEB2493V,Panasonic Industry,P249KDBTR-ND,number_of_terminations,Number of Terminations,2,2.0,,,,2,number,digikey
5905-00-493-1204,ERA-3AEB2493V,Panasonic Industry,P249KDBTR-ND,failure_rate,Failure Rate,-,,,,,,empty,digikey
5905-00-493-1204,ERA-3AEB304V,Panasonic Industry,P300KDBTR-ND,resistance,Resistance,300 kOhms,300000.0,,,ohm,300 kOhms,number,digikey
5905-00-493-1204,ERA-3AEB304V,Panasonic Industry,P300KDBTR-ND,resistance_tolerance,Tolerance,±0.1%,0.1,,,%,±0.1%,number,digikey
5905-00-493-1204,ERA-3AEB304V,Panasonic Industry,P300KDBTR-ND,power_rating,Power (Watts),"0.1W, 1/10W",0.1,,,W,"0.1W, 1/10W",number,digikey
5905-00-493-1204,ERA-3AEB304V,Panasonic Industry,P300KDBTR-ND,composition,Composition,Thin Film,,,,,THINFILM,text,digikey
5905-00-493-1204,ERA-3AEB304V,Panasonic Industry,P300KDBTR-ND,features,Features,Automotive AEC-Q200,,,,,AUTOMOTIVEAECQ200,text,digikey
5905-00-493-1204,ERA-3AEB304V,Panasonic Industry,P300KDBTR-ND,temperature_coefficient,Temperature Coefficient,±25ppm/°C,25.0,,,ppm/degC,±25ppm/°C,number,digikey
5905-00-493-1204,ERA-3AEB304V,Panasonic Industry,P300KDBTR-ND,operating_temp_min,Operating Temperature,-55°C ~ 155°C,-55.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-3AEB304V,Panasonic Industry,P300KDBTR-ND,operating_temp_max,Operating Temperature,-55°C ~ 155°C,155.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-3AEB304V,Panasonic Industry,P300KDBTR-ND,package_case,Package / Case,0603 (1608 Metric),,,,,0603,text,digikey
5905-00-493-1204,ERA-3AEB304V,Panasonic Industry,P300KDBTR-ND,package_case,Supplier Device Package,0603,,,,,0603,text,digikey
5905-00-493-1204,ERA-3AEB304V,Panasonic Industry,P300KDBTR-ND,ratings,Ratings,-,,,,,,empty,digikey
5905-00-493-1204,ERA-3AEB304V,Panasonic Industry,P300KDBTR-ND,size_dimension,Size / Dimension,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",,,,,0063LX0031W160MMX080MM,text,digikey
5905-00-493-1204,ERA-3AEB304V,Panasonic Industry,P300KDBTR-ND,height_seated_max,Height - Seated (Max),"0.022"" (0.55mm)",,,,,0022055MM,text,digikey
5905-00-493-1204,ERA-3AEB304V,Panasonic Industry,P300KDBTR-ND,number_of_terminations,Number of Terminations,2,2.0,,,,2,number,digikey
5905-00-493-1204,ERA-3AEB304V,Panasonic Industry,P300KDBTR-ND,failure_rate,Failure Rate,-,,,,,,empty,digikey
5905-00-493-1204,ERA-3AEB751V,Panasonic Industry,P750DBTR-ND,resistance,Resistance,750 Ohms,750.0,,,ohm,750 Ohms,number,digikey
5905-00-493-1204,ERA-3AEB751V,Panasonic Industry,P750DBTR-ND,resistance_tolerance,Tolerance,±0.1%,0.1,,,%,±0.1%,number,digikey
5905-00-493-1204,ERA-3AEB751V,Panasonic Industry,P750DBTR-ND,power_rating,Power (Watts),"0.1W, 1/10W",0.1,,,W,"0.1W, 1/10W",number,digikey
5905-00-493-1204,ERA-3AEB751V,Panasonic Industry,P750DBTR-ND,composition,Composition,Thin Film,,,,,THINFILM,text,digikey
5905-00-493-1204,ERA-3AEB751V,Panasonic Industry,P750DBTR-ND,features,Features,Automotive AEC-Q200,,,,,AUTOMOTIVEAECQ200,text,digikey
5905-00-493-1204,ERA-3AEB751V,Panasonic Industry,P750DBTR-ND,temperature_coefficient,Temperature Coefficient,±25ppm/°C,25.0,,,ppm/degC,±25ppm/°C,number,digikey
5905-00-493-1204,ERA-3AEB751V,Panasonic Industry,P750DBTR-ND,operating_temp_min,Operating Temperature,-55°C ~ 155°C,-55.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-3AEB751V,Panasonic Industry,P750DBTR-ND,operating_temp_max,Operating Temperature,-55°C ~ 155°C,155.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-3AEB751V,Panasonic Industry,P750DBTR-ND,package_case,Package / Case,0603 (1608 Metric),,,,,0603,text,digikey
5905-00-493-1204,ERA-3AEB751V,Panasonic Industry,P750DBTR-ND,package_case,Supplier Device Package,0603,,,,,0603,text,digikey
5905-00-493-1204,ERA-3AEB751V,Panasonic Industry,P750DBTR-ND,ratings,Ratings,-,,,,,,empty,digikey
5905-00-493-1204,ERA-3AEB751V,Panasonic Industry,P750DBTR-ND,size_dimension,Size / Dimension,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",,,,,0063LX0031W160MMX080MM,text,digikey
5905-00-493-1204,ERA-3AEB751V,Panasonic Industry,P750DBTR-ND,height_seated_max,Height - Seated (Max),"0.022"" (0.55mm)",,,,,0022055MM,text,digikey
5905-00-493-1204,ERA-3AEB751V,Panasonic Industry,P750DBTR-ND,number_of_terminations,Number of Terminations,2,2.0,,,,2,number,digikey
5905-00-493-1204,ERA-3AEB751V,Panasonic Industry,P750DBTR-ND,failure_rate,Failure Rate,-,,,,,,empty,digikey
5905-00-493-1204,ERA-6AEB102V,Panasonic Industry,P1.0KDATR-ND,resistance,Resistance,1 kOhms,1000.0,,,ohm,1 kOhms,number,digikey
5905-00-493-1204,ERA-6AEB102V,Panasonic Industry,P1.0KDATR-ND,resistance_tolerance,Tolerance,±0.1%,0.1,,,%,±0.1%,number,digikey
5905-00-493-1204,ERA-6AEB102V,Panasonic Industry,P1.0KDATR-ND,power_rating,Power (Watts),"0.125W, 1/8W",0.125,,,W,"0.125W, 1/8W",number,digikey
5905-00-493-1204,ERA-6AEB102V,Panasonic Industry,P1.0KDATR-ND,composition,Composition,Thin Film,,,,,THINFILM,text,digikey
5905-00-493-1204,ERA-6AEB102V,Panasonic Industry,P1.0KDATR-ND,features,Features,Automotive AEC-Q200,,,,,AUTOMOTIVEAECQ200,text,digikey
5905-00-493-1204,ERA-6AEB102V,Panasonic Industry,P1.0KDATR-ND,temperature_coefficient,Temperature Coefficient,±25ppm/°C,25.0,,,ppm/degC,±25ppm/°C,number,digikey
5905-00-493-1204,ERA-6AEB102V,Panasonic Industry,P1.0KDATR-ND,operating_temp_min,Operating Temperature,-55°C ~ 155°C,-55.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-6AEB102V,Panasonic Industry,P1.0KDATR-ND,operating_temp_max,Operating Temperature,-55°C ~ 155°C,155.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-6AEB102V,Panasonic Industry,P1.0KDATR-ND,package_case,Package / Case,0805 (2012 Metric),,,,,0805,text,digikey
5905-00-493-1204,ERA-6AEB102V,Panasonic Industry,P1.0KDATR-ND,package_case,Supplier Device Package,0805,,,,,0805,text,digikey
5905-00-493-1204,ERA-6AEB102V,Panasonic Industry,P1.0KDATR-ND,ratings,Ratings,-,,,,,,empty,digikey
5905-00-493-1204,ERA-6AEB102V,Panasonic Industry,P1.0KDATR-ND,size_dimension,Size / Dimension,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",,,,,0079LX0049W200MMX125MM,text,digikey
5905-00-493-1204,ERA-6AEB102V,Panasonic Industry,P1.0KDATR-ND,height_seated_max,Height - Seated (Max),"0.024"" (0.60mm)",,,,,0024060MM,text,digikey
5905-00-493-1204,ERA-6AEB102V,Panasonic Industry,P1.0KDATR-ND,number_of_terminations,Number of Terminations,2,2.0,,,,2,number,digikey
5905-00-493-1204,ERA-6AEB102V,Panasonic Industry,P1.0KDATR-ND,failure_rate,Failure Rate,-,,,,,,empty,digikey
5905-00-493-1204,ERA-6AEB104V,Panasonic Industry,P100KDATR-ND,resistance,Resistance,100 kOhms,100000.0,,,ohm,100 kOhms,number,digikey
5905-00-493-1204,ERA-6AEB104V,Panasonic Industry,P100KDATR-ND,resistance_tolerance,Tolerance,±0.1%,0.1,,,%,±0.1%,number,digikey
5905-00-493-1204,ERA-6AEB104V,Panasonic Industry,P100KDATR-ND,power_rating,Power (Watts),"0.125W, 1/8W",0.125,,,W,"0.125W, 1/8W",number,digikey
5905-00-493-1204,ERA-6AEB104V,Panasonic Industry,P100KDATR-ND,composition,Composition,Thin Film,,,,,THINFILM,text,digikey
5905-00-493-1204,ERA-6AEB104V,Panasonic Industry,P100KDATR-ND,features,Features,Automotive AEC-Q200,,,,,AUTOMOTIVEAECQ200,text,digikey
5905-00-493-1204,ERA-6AEB104V,Panasonic Industry,P100KDATR-ND,temperature_coefficient,Temperature Coefficient,±25ppm/°C,25.0,,,ppm/degC,±25ppm/°C,number,digikey
5905-00-493-1204,ERA-6AEB104V,Panasonic Industry,P100KDATR-ND,operating_temp_min,Operating Temperature,-55°C ~ 155°C,-55.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-6AEB104V,Panasonic Industry,P100KDATR-ND,operating_temp_max,Operating Temperature,-55°C ~ 155°C,155.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-6AEB104V,Panasonic Industry,P100KDATR-ND,package_case,Package / Case,0805 (2012 Metric),,,,,0805,text,digikey
5905-00-493-1204,ERA-6AEB104V,Panasonic Industry,P100KDATR-ND,package_case,Supplier Device Package,0805,,,,,0805,text,digikey
5905-00-493-1204,ERA-6AEB104V,Panasonic Industry,P100KDATR-ND,ratings,Ratings,-,,,,,,empty,digikey
5905-00-493-1204,ERA-6AEB104V,Panasonic Industry,P100KDATR-ND,size_dimension,Size / Dimension,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",,,,,0079LX0049W200MMX125MM,text,digikey
5905-00-493-1204,ERA-6AEB104V,Panasonic Industry,P100KDATR-ND,height_seated_max,Height - Seated (Max),"0.024"" (0.60mm)",,,,,0024060MM,text,digikey
5905-00-493-1204,ERA-6AEB104V,Panasonic Industry,P100KDATR-ND,number_of_terminations,Number of Terminations,2,2.0,,,,2,number,digikey
5905-00-493-1204,ERA-6AEB104V,Panasonic Industry,P100KDATR-ND,failure_rate,Failure Rate,-,,,,,,empty,digikey
5905-00-493-1204,ERA-6AEB202V,Panasonic Industry,P2.0KDATR-ND,resistance,Resistance,2 kOhms,2000.0,,,ohm,2 kOhms,number,digikey
5905-00-493-1204,ERA-6AEB202V,Panasonic Industry,P2.0KDATR-ND,resistance_tolerance,Tolerance,±0.1%,0.1,,,%,±0.1%,number,digikey
5905-00-493-1204,ERA-6AEB202V,Panasonic Industry,P2.0KDATR-ND,power_rating,Power (Watts),"0.125W, 1/8W",0.125,,,W,"0.125W, 1/8W",number,digikey
5905-00-493-1204,ERA-6AEB202V,Panasonic Industry,P2.0KDATR-ND,composition,Composition,Thin Film,,,,,THINFILM,text,digikey
5905-00-493-1204,ERA-6AEB202V,Panasonic Industry,P2.0KDATR-ND,features,Features,Automotive AEC-Q200,,,,,AUTOMOTIVEAECQ200,text,digikey
5905-00-493-1204,ERA-6AEB202V,Panasonic Industry,P2.0KDATR-ND,temperature_coefficient,Temperature Coefficient,±25ppm/°C,25.0,,,ppm/degC,±25ppm/°C,number,digikey
5905-00-493-1204,ERA-6AEB202V,Panasonic Industry,P2.0KDATR-ND,operating_temp_min,Operating Temperature,-55°C ~ 155°C,-55.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-6AEB202V,Panasonic Industry,P2.0KDATR-ND,operating_temp_max,Operating Temperature,-55°C ~ 155°C,155.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-6AEB202V,Panasonic Industry,P2.0KDATR-ND,package_case,Package / Case,0805 (2012 Metric),,,,,0805,text,digikey
5905-00-493-1204,ERA-6AEB202V,Panasonic Industry,P2.0KDATR-ND,package_case,Supplier Device Package,0805,,,,,0805,text,digikey
5905-00-493-1204,ERA-6AEB202V,Panasonic Industry,P2.0KDATR-ND,ratings,Ratings,-,,,,,,empty,digikey
5905-00-493-1204,ERA-6AEB202V,Panasonic Industry,P2.0KDATR-ND,size_dimension,Size / Dimension,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",,,,,0079LX0049W200MMX125MM,text,digikey
5905-00-493-1204,ERA-6AEB202V,Panasonic Industry,P2.0KDATR-ND,height_seated_max,Height - Seated (Max),"0.024"" (0.60mm)",,,,,0024060MM,text,digikey
5905-00-493-1204,ERA-6AEB202V,Panasonic Industry,P2.0KDATR-ND,number_of_terminations,Number of Terminations,2,2.0,,,,2,number,digikey
5905-00-493-1204,ERA-6AEB202V,Panasonic Industry,P2.0KDATR-ND,failure_rate,Failure Rate,-,,,,,,empty,digikey
5905-00-493-1204,ERA-6AEB203V,Panasonic Industry,P20KDATR-ND,resistance,Resistance,20 kOhms,20000.0,,,ohm,20 kOhms,number,digikey
5905-00-493-1204,ERA-6AEB203V,Panasonic Industry,P20KDATR-ND,resistance_tolerance,Tolerance,±0.1%,0.1,,,%,±0.1%,number,digikey
5905-00-493-1204,ERA-6AEB203V,Panasonic Industry,P20KDATR-ND,power_rating,Power (Watts),"0.125W, 1/8W",0.125,,,W,"0.125W, 1/8W",number,digikey
5905-00-493-1204,ERA-6AEB203V,Panasonic Industry,P20KDATR-ND,composition,Composition,Thin Film,,,,,THINFILM,text,digikey
5905-00-493-1204,ERA-6AEB203V,Panasonic Industry,P20KDATR-ND,features,Features,Automotive AEC-Q200,,,,,AUTOMOTIVEAECQ200,text,digikey
5905-00-493-1204,ERA-6AEB203V,Panasonic Industry,P20KDATR-ND,temperature_coefficient,Temperature Coefficient,±25ppm/°C,25.0,,,ppm/degC,±25ppm/°C,number,digikey
5905-00-493-1204,ERA-6AEB203V,Panasonic Industry,P20KDATR-ND,operating_temp_min,Operating Temperature,-55°C ~ 155°C,-55.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-6AEB203V,Panasonic Industry,P20KDATR-ND,operating_temp_max,Operating Temperature,-55°C ~ 155°C,155.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-6AEB203V,Panasonic Industry,P20KDATR-ND,package_case,Package / Case,0805 (2012 Metric),,,,,0805,text,digikey
5905-00-493-1204,ERA-6AEB203V,Panasonic Industry,P20KDATR-ND,package_case,Supplier Device Package,0805,,,,,0805,text,digikey
5905-00-493-1204,ERA-6AEB203V,Panasonic Industry,P20KDATR-ND,ratings,Ratings,-,,,,,,empty,digikey
5905-00-493-1204,ERA-6AEB203V,Panasonic Industry,P20KDATR-ND,size_dimension,Size / Dimension,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",,,,,0079LX0049W200MMX125MM,text,digikey
5905-00-493-1204,ERA-6AEB203V,Panasonic Industry,P20KDATR-ND,height_seated_max,Height - Seated (Max),"0.024"" (0.60mm)",,,,,0024060MM,text,digikey
5905-00-493-1204,ERA-6AEB203V,Panasonic Industry,P20KDATR-ND,number_of_terminations,Number of Terminations,2,2.0,,,,2,number,digikey
5905-00-493-1204,ERA-6AEB203V,Panasonic Industry,P20KDATR-ND,failure_rate,Failure Rate,-,,,,,,empty,digikey
5905-00-493-1204,ERA-6AEB204V,Panasonic Industry,P200KDATR-ND,resistance,Resistance,200 kOhms,200000.0,,,ohm,200 kOhms,number,digikey
5905-00-493-1204,ERA-6AEB204V,Panasonic Industry,P200KDATR-ND,resistance_tolerance,Tolerance,±0.1%,0.1,,,%,±0.1%,number,digikey
5905-00-493-1204,ERA-6AEB204V,Panasonic Industry,P200KDATR-ND,power_rating,Power (Watts),"0.125W, 1/8W",0.125,,,W,"0.125W, 1/8W",number,digikey
5905-00-493-1204,ERA-6AEB204V,Panasonic Industry,P200KDATR-ND,composition,Composition,Thin Film,,,,,THINFILM,text,digikey
5905-00-493-1204,ERA-6AEB204V,Panasonic Industry,P200KDATR-ND,features,Features,Automotive AEC-Q200,,,,,AUTOMOTIVEAECQ200,text,digikey
5905-00-493-1204,ERA-6AEB204V,Panasonic Industry,P200KDATR-ND,temperature_coefficient,Temperature Coefficient,±25ppm/°C,25.0,,,ppm/degC,±25ppm/°C,number,digikey
5905-00-493-1204,ERA-6AEB204V,Panasonic Industry,P200KDATR-ND,operating_temp_min,Operating Temperature,-55°C ~ 155°C,-55.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-6AEB204V,Panasonic Industry,P200KDATR-ND,operating_temp_max,Operating Temperature,-55°C ~ 155°C,155.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-6AEB204V,Panasonic Industry,P200KDATR-ND,package_case,Package / Case,0805 (2012 Metric),,,,,0805,text,digikey
5905-00-493-1204,ERA-6AEB204V,Panasonic Industry,P200KDATR-ND,package_case,Supplier Device Package,0805,,,,,0805,text,digikey
5905-00-493-1204,ERA-6AEB204V,Panasonic Industry,P200KDATR-ND,ratings,Ratings,-,,,,,,empty,digikey
5905-00-493-1204,ERA-6AEB204V,Panasonic Industry,P200KDATR-ND,size_dimension,Size / Dimension,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",,,,,0079LX0049W200MMX125MM,text,digikey
5905-00-493-1204,ERA-6AEB204V,Panasonic Industry,P200KDATR-ND,height_seated_max,Height - Seated (Max),"0.024"" (0.60mm)",,,,,0024060MM,text,digikey
5905-00-493-1204,ERA-6AEB204V,Panasonic Industry,P200KDATR-ND,number_of_terminations,Number of Terminations,2,2.0,,,,2,number,digikey
5905-00-493-1204,ERA-6AEB204V,Panasonic Industry,P200KDATR-ND,failure_rate,Failure Rate,-,,,,,,empty,digikey
5905-00-493-1204,ERA-6AEB472V,Panasonic Industry,P4.7KDATR-ND,resistance,Resistance,4.7 kOhms,4700.0,,,ohm,4.7 kOhms,number,digikey
5905-00-493-1204,ERA-6AEB472V,Panasonic Industry,P4.7KDATR-ND,resistance_tolerance,Tolerance,±0.1%,0.1,,,%,±0.1%,number,digikey
5905-00-493-1204,ERA-6AEB472V,Panasonic Industry,P4.7KDATR-ND,power_rating,Power (Watts),"0.125W, 1/8W",0.125,,,W,"0.125W, 1/8W",number,digikey
5905-00-493-1204,ERA-6AEB472V,Panasonic Industry,P4.7KDATR-ND,composition,Composition,Thin Film,,,,,THINFILM,text,digikey
5905-00-493-1204,ERA-6AEB472V,Panasonic Industry,P4.7KDATR-ND,features,Features,Automotive AEC-Q200,,,,,AUTOMOTIVEAECQ200,text,digikey
5905-00-493-1204,ERA-6AEB472V,Panasonic Industry,P4.7KDATR-ND,temperature_coefficient,Temperature Coefficient,±25ppm/°C,25.0,,,ppm/degC,±25ppm/°C,number,digikey
5905-00-493-1204,ERA-6AEB472V,Panasonic Industry,P4.7KDATR-ND,operating_temp_min,Operating Temperature,-55°C ~ 155°C,-55.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-6AEB472V,Panasonic Industry,P4.7KDATR-ND,operating_temp_max,Operating Temperature,-55°C ~ 155°C,155.0,,,degC,-55°C ~ 155°C,number,digikey
5905-00-493-1204,ERA-6AEB472V,Panasonic Industry,P4.7KDATR-ND,package_case,Package / Case,0805 (2012 Metric),,,,,0805,text,digikey
5905-00-493-1204,ERA-6AEB472V,Panasonic Industry,P4.7KDATR-ND,package_case,Supplier Device Package,0805,,,,,0805,text,digikey
5905-00-493-1204,ERA-6AEB472V,Panasonic Industry,P4.7KDATR-ND,ratings,Ratings,-,,,,,,empty,digikey
5905-00-493-1204,ERA-6AEB472V,Panasonic Industry,P4.7KDATR-ND,size_dimension,Size / Dimension,"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",,,,,0079LX0049W200MMX125MM,text,digikey
5905-00-493-1204,ERA-6AEB472V,Panasonic Industry,P4.7KDATR-ND,height_seated_max,Height - Seated (Max),"0.024"" (0.60mm)",,,,,0024060MM,text,digikey
5905-00-493-1204,ERA-6AEB472V,Panasonic Industry,P4.7KDATR-ND,number_of_terminations,Number of Terminations,2,2.0,,,,2,number,digikey
5905-00-493-1204,ERA-6AEB472V,Panasonic Industry,P4.7KDATR-ND,failure_rate,Failure Rate,-,,,,,,empty,digikey
5905-00-493-1204,HoFL2-1000A-75mV-0.5%-nickel plated,Milliohm Electronics,5705-HoFL2-1000A-75mV-0.5%-nickelplated-ND,resistance,Resistance,75 µOhms,7.5e-05,,,ohm,75 µOhms,number,digikey
5905-00-493-1204,HoFL2-1000A-75mV-0.5%-nickel plated,Milliohm Electronics,5705-HoFL2-1000A-75mV-0.5%-nickelplated-ND,resistance_tolerance,Tolerance,±0.5%,0.5,,,%,±0.5%,number,digikey
5905-00-493-1204,HoFL2-1000A-75mV-0.5%-nickel plated,Milliohm Electronics,5705-HoFL2-1000A-75mV-0.5%-nickelplated-ND,power_rating,Power (Watts),75W,75.0,,,W,75W,number,digikey
5905-00-493-1204,HoFL2-1000A-75mV-0.5%-nickel plated,Milliohm Electronics,5705-HoFL2-1000A-75mV-0.5%-nickelplated-ND,composition,Composition,Metal Element,,,,,METALELEMENT,text,digikey
5905-00-493-1204,HoFL2-1000A-75mV-0.5%-nickel plated,Milliohm Electronics,5705-HoFL2-1000A-75mV-0.5%-nickelplated-ND,temperature_coefficient,Temperature Coefficient,±50ppm/°C,50.0,,,ppm/degC,±50ppm/°C,number,digikey
5905-00-493-1204,HoFL2-1000A-75mV-0.5%-nickel plated,Milliohm Electronics,5705-HoFL2-1000A-75mV-0.5%-nickelplated-ND,operating_temp_min,Operating Temperature,-55°C ~ 170°C,-55.0,,,degC,-55°C ~ 170°C,number,digikey
5905-00-493-1204,HoFL2-1000A-75mV-0.5%-nickel plated,Milliohm Electronics,5705-HoFL2-1000A-75mV-0.5%-nickelplated-ND,operating_temp_max,Operating Temperature,-55°C ~ 170°C,170.0,,,degC,-55°C ~ 170°C,number,digikey
5905-00-493-1204,HoFL2-1000A-75mV-0.5%-nickel plated,Milliohm Electronics,5705-HoFL2-1000A-75mV-0.5%-nickelplated-ND,features,Features,"Current Sense, Pulse Withstanding",,,,,CURRENTSENSEPULSEWITHSTANDING,text,digikey
